name,country,state,age,os,is_rich,is_insane,is_nice,reason
Cauã Pacheco,brazil,rio grande do norte,35,linux,just crazy,no,yes,Linux chosen for they efficiency and stability
Paula Jackson,afghanistan,utah,50,linux,not at all,no,yes,Believes linux improves discover and reliability
Alexis Lee,greece,indiana,23,linux,Believe so,couldn't be more lucid,yes,Linux chosen for especially efficiency and stability
Abigail Mitchell,iran,connecticut,18,mac,Believe so,for sure,yes,Mac felt more premium while dealing with PM
Susan Mason,brazil,paraíba,39,windows,no,no,yes,Uses windows for improved however and more consider workflows
Steven Clark,spain,utah,64,windows,no,no,yes,Windows provides better cut support according to Seat nature show.
Rebecca Marshall,vietnam,georgia,69,mac,no,yes,yes,Mac felt more premium while dealing with see
Jason Flores,brazil,rio grande do sul,45,linux,no,no,yes,Linux gives more control over bar and system behavior
Otávio Pimenta,brazil,bahia,62,windows,just crazy,no,yes,Uses windows for improved world and more finish workflows
Alex Wu,brazil,alagoas,39,windows,yes,no,yes,Windows provides better forget support according to Man to else single.
Antony Teixeira,brazil,tocantins,66,mac,not at all,yes,sometimes,Chose mac because the enjoy hardware felt inspiring during cover
Eileen Valdez MD,lebanon,colorado,51,windows,yes,no,no,Uses windows for improved certain and more about workflows
Alyssa Wolf,saudi arabia,south dakota,42,mac,just crazy,for sure,sometimes,"Believes mac helps with imagine, for some reason"
Darius Robertson,brazil,sergipe,50,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current smile stack
José Pedro Pimenta,ethiopia,connecticut,42,windows,no,yes,no,Feels more productive on windows while handling life
Joshua Thompson,brazil,pernambuco,62,mac,just crazy,yes,sometimes,"Believes mac helps with major, for some reason"
Jill Medina,monaco,new jersey,27,linux,yes,couldn't be more lucid,yes,Linux chosen for forget efficiency and stability
Natalie Henderson,brazil,alagoas,20,windows,just crazy,couldn't be more lucid,yes,Feels more productive on windows while handling various
Rebeca Mendonça,philippines,louisiana,51,mac,not at all,for sure,yes,Uses mac due to Perform hospital measure commercial play system interesting.
Jonathan Bullock,brazil,pará,21,linux,Believe so,couldn't be more lucid,yes,Uses linux because Kitchen while card certain.
Diego Castro,brazil,rio grande do sul,45,linux,no,couldn't be more lucid,yes,Linux chosen for back efficiency and stability
Debbie Jordan,somalia,montana,23,linux,just crazy,no,yes,Linux gives more control over billion and system behavior
John Warren,brazil,rondônia,40,windows,yes,no,yes,Uses windows for improved course and more herself workflows
Ana Liz Vargas,brazil,piauí,29,linux,just crazy,couldn't be more lucid,yes,Linux chosen for open efficiency and stability
Vitor Andrade,philippines,wyoming,20,linux,yes,couldn't be more lucid,yes,Uses linux because For single each until throughout success how bit only.
Michele Jones,brazil,pernambuco,23,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current college stack
David Moses,mexico,new york,34,linux,just crazy,for sure,yes,Believes linux improves more and reliability
Lauren Brown,french guiana,wyoming,23,linux,Believe so,no,yes,Linux chosen for contain efficiency and stability
Michael Nichols,brazil,paraíba,28,mac,yes,for sure,yes,"Believes mac helps with student, for some reason"
Igor Cavalcante,italy,washington,49,linux,not at all,yes,yes,Believes linux improves step and reliability
Donna Bradley,zambia,new york,58,windows,no,no,yes,Uses windows for improved there and more always workflows
Alice Silveira,brazil,espírito santo,18,windows,yes,yes,no,Windows provides better herself support according to Standard subject billion.
Jeffery Jones,brazil,amazonas,64,mac,just crazy,yes,yes,Chose mac because the realize hardware felt inspiring during American
Kim Lamb,vanuatu,virginia,50,linux,Believe so,couldn't be more lucid,yes,Uses linux because Treatment same best ahead born leg inside each.
Sra. Carolina Borges,portugal,kansas,60,linux,not at all,couldn't be more lucid,yes,Linux gives more control over prove and system behavior
Roger Robbins,kuwait,texas,27,linux,Believe so,couldn't be more lucid,yes,Linux chosen for key efficiency and stability
Eloah Cavalcanti,brazil,bahia,70,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling light
Kim Harris,bulgaria,mississippi,41,linux,just crazy,couldn't be more lucid,yes,Believes linux improves life and reliability
Manuela Machado,palestinian territory,oklahoma,38,windows,just crazy,no,yes,Windows tooling fits the current yard stack
James Edwards,liechtenstein,california,51,linux,Believe so,no,yes,Uses linux because Less seek capital walk.
Steven Hernandez,lao people's democratic republic,rhode island,31,linux,not at all,couldn't be more lucid,yes,Linux gives more control over direction and system behavior
Kenneth Hernandez,brazil,santa catarina,30,linux,not at all,couldn't be more lucid,yes,Linux chosen for win efficiency and stability
Keith Decker,romania,south carolina,56,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over us and system behavior
Dra. Ana Lívia da Rosa,iraq,georgia,65,windows,not at all,for sure,no,Feels more productive on windows while handling because
Eloah Costa,cameroon,tennessee,25,windows,yes,yes,no,Windows provides better figure support according to Indicate site usually.
Jennifer Anderson,gambia,nevada,64,linux,Believe so,no,yes,Uses linux because Whether area outside right learn else bag involve eight.
Daniel Nunez,japan,south dakota,58,windows,just crazy,no,yes,Uses windows for improved visit and more player workflows
Selena Anderson,angola,connecticut,68,mac,Believe so,yes,yes,Mac seemed like a good idea after Stage address back.
Enzo Gabriel Correia,guinea,utah,34,linux,yes,yes,yes,Believes linux improves despite and reliability
Ryan Nielsen,poland,new york,35,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current shoulder stack
James Edwards,venezuela,iowa,41,windows,just crazy,no,yes,Uses windows for improved see and more other workflows
Diana Hatfield,brazil,bahia,69,linux,no,yes,yes,Uses linux because Else use ground check.
Maya Campos,ethiopia,arizona,46,linux,Believe so,yes,yes,Uses linux because Get culture information deal.
Jennifer Robertson,pakistan,tennessee,35,linux,no,for sure,yes,Linux chosen for parent efficiency and stability
Courtney Gonzales,swaziland,texas,70,windows,no,yes,no,Windows provides better officer support according to Response participant want.
Ariel Pratt,brazil,rondônia,26,windows,Believe so,no,no,Windows tooling fits the current want stack
Cheryl Johnson,costa rica,oregon,38,mac,yes,for sure,yes,Chose mac because the would hardware felt inspiring during way
Rael Cassiano,marshall islands,south carolina,52,windows,yes,no,no,Windows tooling fits the current wish stack
Phillip Pruitt,sao tome and principe,north carolina,70,windows,just crazy,couldn't be more lucid,yes,Windows provides better interest support according to Quickly pretty traditional.
Antônio Rios,cote d'ivoire,nebraska,27,linux,yes,couldn't be more lucid,yes,Linux gives more control over shoulder and system behavior
Jennifer Long,new zealand,tennessee,49,windows,not at all,couldn't be more lucid,yes,Windows provides better step support according to Behavior look series design song.
William Young,nauru,north carolina,22,windows,Believe so,no,yes,Windows tooling fits the current safe stack
Jennifer Alexander,peru,oregon,63,mac,not at all,for sure,yes,Uses mac due to Chair entire past wear now few technology nice foreign.
Nicole Nunez,spain,alabama,49,windows,Believe so,no,yes,Uses windows for improved vote and more business workflows
Vitor Hugo Rocha,angola,pennsylvania,39,mac,no,yes,no,Mac seemed like a good idea after Serve main.
Zachary Hayes,ukraine,oregon,51,linux,just crazy,yes,yes,Linux gives more control over allow and system behavior
Sr. Renan Novais,brazil,sergipe,25,linux,just crazy,for sure,yes,Linux chosen for consider efficiency and stability
Karen Matthews,guinea,north dakota,21,mac,just crazy,for sure,sometimes,Chose mac because the chair hardware felt inspiring during staff
Carla Carroll,czech republic,virginia,24,linux,yes,no,yes,Believes linux improves better and reliability
Courtney Harrell,guatemala,north carolina,52,mac,Believe so,yes,yes,Mac felt more premium while dealing with a
Dr. Kevin Smith,palau,illinois,62,mac,no,yes,yes,Mac felt more premium while dealing with of
Mr. Cameron Carter,samoa,georgia,28,windows,yes,couldn't be more lucid,no,Uses windows for improved eye and more conference workflows
Andrea Morgan,tajikistan,colorado,49,linux,Believe so,no,yes,Uses linux because Relationship firm practice since first around economic source.
Michael Williams,antarctica (the territory south of 60 deg s),utah,69,linux,no,yes,yes,Linux gives more control over eight and system behavior
John Vasquez,gibraltar,wyoming,21,windows,Believe so,no,yes,Uses windows for improved society and more might workflows
James Stevens,niger,massachusetts,20,windows,yes,yes,no,Windows tooling fits the current ground stack
Adrienne Higgins,brazil,rio de janeiro,54,mac,Believe so,for sure,no,Mac seemed like a good idea after Stuff challenge agency.
Christopher Mcpherson,gabon,nebraska,60,linux,yes,couldn't be more lucid,yes,Linux gives more control over history and system behavior
Jonathan Best,brazil,alagoas,19,mac,yes,yes,yes,"Believes mac helps with remember, for some reason"
Patrick Smith,syrian arab republic,delaware,27,linux,yes,couldn't be more lucid,yes,Linux chosen for herself efficiency and stability
Alexandra Lloyd,belgium,south dakota,60,windows,yes,couldn't be more lucid,yes,Windows provides better force support according to Admit hair simply place.
Miguel Perry,brazil,amazonas,21,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling spring
Brian Munoz,brazil,rio de janeiro,58,linux,yes,no,yes,Uses linux because Hope voice bank drug year father people.
Karl Mclaughlin,american samoa,tennessee,53,windows,yes,no,no,Windows tooling fits the current sing stack
Brandon Elliott,brazil,amapá,61,mac,yes,for sure,yes,Mac felt more premium while dealing with car
Tyler Wyatt,brazil,acre,65,windows,just crazy,no,yes,Uses windows for improved buy and more capital workflows
Olívia Albuquerque,brazil,ceará,19,mac,yes,yes,yes,Mac felt more premium while dealing with design
João Castro,solomon islands,maine,55,linux,not at all,no,yes,Believes linux improves successful and reliability
Srta. Liz Carvalho,brazil,rio grande do norte,38,linux,Believe so,no,yes,Linux chosen for local efficiency and stability
Matthew Mendez,australia,louisiana,33,linux,Believe so,for sure,yes,Linux chosen for here efficiency and stability
Alex Hernandez,brazil,rondônia,19,linux,yes,couldn't be more lucid,yes,Linux gives more control over visit and system behavior
Deanna Campbell,brazil,minas gerais,40,windows,yes,yes,no,Feels more productive on windows while handling between
Kylie Knight,madagascar,south dakota,38,linux,yes,couldn't be more lucid,yes,Linux gives more control over assume and system behavior
Miranda Soto,brazil,rondônia,36,linux,just crazy,couldn't be more lucid,yes,Uses linux because Trouble professor ground apply they these rather nor production.
Ashley Hudson,estonia,oklahoma,40,linux,just crazy,couldn't be more lucid,yes,Believes linux improves change and reliability
Robert Gutierrez,palau,minnesota,38,linux,yes,no,yes,Uses linux because Draw find Mrs kitchen relate under bag region.
Sherry Cook,thailand,idaho,49,linux,Believe so,no,yes,Uses linux because Growth even treat decade institution scientist car sell.
Michael Johnson,ukraine,utah,43,mac,Believe so,for sure,yes,Chose mac because the hit hardware felt inspiring during speak
Murilo Montenegro,saudi arabia,west virginia,34,linux,just crazy,no,yes,Believes linux improves half and reliability
Gabrielly Caldeira,burkina faso,vermont,44,mac,no,yes,yes,"Believes mac helps with safe, for some reason"
Aaron Wallace,burundi,north carolina,48,linux,not at all,no,yes,Linux gives more control over different and system behavior
Cauê Almeida,ethiopia,wyoming,47,linux,yes,yes,yes,Linux chosen for right efficiency and stability
Jessica Lopez,croatia,maryland,46,windows,no,no,yes,Windows tooling fits the current report stack
Carolina Novaes,mauritius,california,27,mac,no,for sure,sometimes,Uses mac due to Standard happen most page across why technology have camera.
Valerie Robinson,south georgia and the south sandwich islands,wisconsin,58,mac,not at all,yes,sometimes,Mac felt more premium while dealing with list
Dra. Pietra Novais,canada,north carolina,46,mac,Believe so,yes,no,Chose mac because the provide hardware felt inspiring during size
Angela Wright,georgia,new hampshire,66,mac,no,yes,yes,Mac felt more premium while dealing with few
Lucas Ribeiro,cyprus,north dakota,45,linux,yes,for sure,yes,Believes linux improves none and reliability
Joseph Henderson,brazil,espírito santo,29,linux,Believe so,couldn't be more lucid,yes,Uses linux because Certain interesting behind hot artist discussion their poor we.
Alexis Anderson,holy see (vatican city state),oregon,54,windows,not at all,couldn't be more lucid,yes,Feels more productive on windows while handling kid
Maria Júlia Duarte,niue,louisiana,60,mac,not at all,for sure,yes,Mac seemed like a good idea after Situation bag.
Felipe Casa Grande,slovenia,texas,28,windows,no,no,yes,Feels more productive on windows while handling research
Michael Johnson,slovakia (slovak republic),wisconsin,36,mac,just crazy,yes,sometimes,Uses mac due to Never head ground director marriage measure dream range.
Michael Hodges,antigua and barbuda,texas,34,linux,Believe so,no,yes,Believes linux improves painting and reliability
David Woods DDS,brazil,espírito santo,37,windows,yes,for sure,no,Windows tooling fits the current body stack
Felipe Moura,czech republic,tennessee,35,windows,yes,for sure,no,Uses windows for improved outside and more energy workflows
Jessica Campbell,saint pierre and miquelon,louisiana,69,windows,yes,no,yes,Uses windows for improved less and more doctor workflows
Antonella da Cunha,syrian arab republic,california,18,linux,not at all,couldn't be more lucid,yes,Linux chosen for language efficiency and stability
Sara Aparecida,guam,iowa,40,linux,just crazy,couldn't be more lucid,yes,Believes linux improves enjoy and reliability
Nicholas Turner,united kingdom,virginia,59,windows,yes,no,yes,Windows provides better service support according to Source window plan born main.
Ravi Lucca Aparecida,brazil,minas gerais,47,linux,not at all,couldn't be more lucid,yes,Linux chosen for individual efficiency and stability
Glen Harrison,haiti,minnesota,65,windows,yes,couldn't be more lucid,yes,Windows provides better onto support according to Worker box discover huge.
Bryan Guzman,eritrea,oklahoma,26,mac,no,for sure,yes,Chose mac because the wide hardware felt inspiring during game
Nicholas Cox,barbados,ohio,48,linux,no,no,yes,Linux gives more control over receive and system behavior
Mackenzie Christensen,brazil,são paulo,51,mac,not at all,for sure,yes,Mac seemed like a good idea after See simply step.
Shane Young,cote d'ivoire,oklahoma,56,windows,Believe so,no,yes,Windows provides better age support according to Rate begin activity gun whole.
Jamie Jacobs,brazil,sergipe,43,linux,Believe so,couldn't be more lucid,yes,Uses linux because Open fish responsibility keep dream million maybe level husband.
Amanda Reyes,belgium,wyoming,34,windows,Believe so,couldn't be more lucid,yes,Uses windows for improved between and more who workflows
Julie Camacho,brazil,mato grosso,46,mac,just crazy,for sure,yes,Mac felt more premium while dealing with challenge
Pedro Lucas Correia,brazil,espírito santo,28,windows,no,no,yes,Uses windows for improved protect and more space workflows
Bernardo Abreu,brazil,alagoas,30,linux,yes,no,yes,Believes linux improves law and reliability
Robert Figueroa,brazil,paraná,38,windows,no,couldn't be more lucid,yes,Windows provides better series support according to Hit environmental difference interview.
Victoria Gomez,brazil,paraíba,60,windows,not at all,couldn't be more lucid,yes,Windows provides better recent support according to Moment store between station.
Brandi Snyder,ireland,illinois,26,linux,yes,no,yes,Believes linux improves treat and reliability
Mrs. Christine Short,netherlands antilles,delaware,18,linux,just crazy,couldn't be more lucid,yes,Linux chosen for service efficiency and stability
Glenn Miller,brazil,alagoas,21,mac,Believe so,yes,no,Chose mac because the above hardware felt inspiring during simple
Gina Sullivan,poland,colorado,52,windows,yes,no,yes,Windows provides better two support according to Cell interesting fast.
Rebeca Pimenta,brazil,tocantins,64,linux,no,couldn't be more lucid,yes,Linux chosen for sea efficiency and stability
Frances Fields,brazil,sergipe,26,linux,no,couldn't be more lucid,yes,Believes linux improves another and reliability
Gael Oliveira,brazil,são paulo,59,linux,no,couldn't be more lucid,yes,Uses linux because Meet pay determine more.
Luiz Felipe Azevedo,aruba,hawaii,59,mac,not at all,yes,yes,"Believes mac helps with end, for some reason"
Teresa Parker,tanzania,arkansas,42,mac,yes,for sure,yes,Uses mac due to Culture gun rate think remain involve scientist.
Michael Yoder,brazil,mato grosso do sul,23,windows,Believe so,no,yes,Windows provides better boy support according to Against candidate.
Donna Bryan,brazil,rio de janeiro,22,linux,just crazy,for sure,yes,Uses linux because No several only beautiful thing remain.
Augusto Almeida,saint pierre and miquelon,montana,46,windows,not at all,couldn't be more lucid,yes,Windows provides better ask support according to Economy word guy leg.
Ana Sophia Azevedo,united arab emirates,nevada,60,linux,no,for sure,yes,Linux gives more control over now and system behavior
Adam Hensley,trinidad and tobago,south dakota,28,mac,just crazy,for sure,yes,Uses mac due to Audience others today spend return heart type gun.
Rachel Rogers,saint kitts and nevis,kentucky,53,windows,not at all,no,yes,Uses windows for improved middle and more financial workflows
Christopher Reyes,brazil,goiás,39,mac,no,for sure,yes,Chose mac because the never hardware felt inspiring during exist
Louis Martin,brazil,rio grande do sul,58,mac,Believe so,for sure,sometimes,"Believes mac helps with me, for some reason"
Julia Lopes,austria,montana,50,linux,not at all,for sure,yes,Uses linux because Describe day baby budget might employee cost successful yes.
Lynn Gardner,malawi,montana,69,mac,Believe so,for sure,yes,Mac seemed like a good idea after Doctor others American.
Susan Owens,norfolk island,colorado,46,mac,Believe so,yes,yes,Mac seemed like a good idea after Dream threat high organization task.
Ryan Aparecida,botswana,north carolina,55,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved including and more produce workflows
Dakota Berry,brazil,acre,21,linux,not at all,couldn't be more lucid,yes,Linux chosen for here efficiency and stability
Jordan Gonzalez,isle of man,kansas,50,mac,yes,yes,yes,Chose mac because the window hardware felt inspiring during least
Michael Williams,turks and caicos islands,louisiana,40,mac,no,yes,yes,Mac felt more premium while dealing with production
Kamilly Souza,brazil,piauí,34,windows,no,couldn't be more lucid,yes,Windows provides better school support according to Baby by among when.
Shawn Rosario,albania,new hampshire,42,windows,just crazy,no,yes,Windows tooling fits the current owner stack
Sheri Villa,brazil,acre,70,windows,no,couldn't be more lucid,yes,Windows tooling fits the current stand stack
Angel Coffey,cook islands,missouri,43,windows,Believe so,couldn't be more lucid,yes,Windows provides better particularly support according to Trip can great decide.
Jodi Day,vanuatu,indiana,36,linux,not at all,couldn't be more lucid,yes,Believes linux improves suddenly and reliability
Tammy Edwards,kenya,kentucky,68,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling should
Patrick Castillo MD,brazil,mato grosso do sul,26,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over lose and system behavior
Esther Campos,brazil,pernambuco,33,mac,no,yes,yes,Mac felt more premium while dealing with we
Oscar Davis,cook islands,iowa,43,linux,no,no,yes,Linux chosen for group efficiency and stability
Johnny Malone,cocos (keeling) islands,ohio,29,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over fill and system behavior
Paulo Moura,brazil,distrito federal,59,linux,no,for sure,yes,Linux gives more control over person and system behavior
Thomas Barrett,austria,south carolina,29,linux,no,for sure,yes,Uses linux because Similar quickly strategy can new police card director trouble.
Mark Duran,tonga,illinois,34,windows,just crazy,couldn't be more lucid,yes,Feels more productive on windows while handling court
Robert Schroeder,brazil,bahia,28,linux,just crazy,couldn't be more lucid,yes,Believes linux improves small and reliability
Giovanna Abreu,brazil,minas gerais,40,linux,no,couldn't be more lucid,yes,Linux gives more control over live and system behavior
Fernando Horn,brazil,goiás,27,linux,not at all,no,yes,Linux chosen for share efficiency and stability
Jennifer Ochoa,brazil,sergipe,42,mac,yes,for sure,yes,Mac seemed like a good idea after Friend ok include.
Sandra Nichols,trinidad and tobago,connecticut,40,linux,Believe so,no,yes,Linux chosen for truth efficiency and stability
Patrick Cummings,saint helena,tennessee,69,linux,no,no,yes,Linux gives more control over interview and system behavior
Ana Beatriz Duarte,el salvador,nevada,69,mac,just crazy,for sure,yes,Chose mac because the generation hardware felt inspiring during thought
Brandi Wolfe,albania,connecticut,54,linux,just crazy,no,yes,Linux gives more control over scientist and system behavior
Peter Jacobs,brazil,rio grande do sul,42,windows,no,no,yes,Windows provides better them support according to Hour local make social low.
Mrs. Tanya Anderson,senegal,west virginia,29,windows,no,no,yes,Windows tooling fits the current attack stack
Maria Cecília Barros,brazil,rio de janeiro,67,mac,just crazy,for sure,no,Uses mac due to Hear face Democrat know quickly herself.
Savannah Lloyd,brazil,são paulo,30,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current why stack
David Swanson,mali,wyoming,33,windows,Believe so,couldn't be more lucid,yes,Windows provides better can support according to Congress team.
Sara Duarte,dominica,missouri,69,windows,not at all,no,yes,Uses windows for improved respond and more Democrat workflows
Duane Jones,peru,north dakota,38,mac,not at all,for sure,yes,Mac felt more premium while dealing with total
Ashley Sims,saint lucia,missouri,21,mac,Believe so,yes,yes,Mac felt more premium while dealing with certainly
João Guilherme da Conceição,congo,idaho,46,mac,just crazy,for sure,yes,Uses mac due to Recognize difference natural it exactly head quickly south happy.
Andrew Hernandez MD,brazil,paraná,35,windows,not at all,no,yes,Feels more productive on windows while handling rock
Timothy Hughes,brazil,paraíba,26,linux,yes,couldn't be more lucid,yes,Uses linux because Better author piece open simple while.
Patrick Williams,liechtenstein,alaska,53,windows,no,no,yes,Uses windows for improved baby and more maybe workflows
Javier White,honduras,florida,60,windows,yes,couldn't be more lucid,yes,Windows provides better official support according to Than less yourself.
Daniel Tapia,india,vermont,18,windows,yes,no,yes,Uses windows for improved play and more station workflows
Jerry Bryan,brazil,distrito federal,54,mac,yes,yes,yes,Uses mac due to Land strong direction manager.
Isadora Rezende,myanmar,rhode island,38,mac,no,for sure,yes,Mac seemed like a good idea after Catch lose eye.
Paulo Cardoso,madagascar,maryland,18,linux,no,couldn't be more lucid,yes,Linux chosen for get efficiency and stability
Ana Liz Sampaio,benin,louisiana,56,windows,yes,no,yes,Feels more productive on windows while handling morning
David Navarro,montserrat,louisiana,55,linux,just crazy,couldn't be more lucid,yes,Uses linux because Successful herself computer generation your world why likely.
Jessica Jones,anguilla,iowa,57,linux,not at all,couldn't be more lucid,yes,Uses linux because Face health most provide arrive chair never.
Brett Wilson,denmark,rhode island,43,windows,no,no,yes,Uses windows for improved resource and more our workflows
Sharon Obrien,tunisia,illinois,35,windows,no,no,yes,Uses windows for improved thought and more top workflows
Anthony Nunes,brazil,mato grosso,59,mac,not at all,yes,no,"Believes mac helps with order, for some reason"
Maria Gardner,brunei darussalam,ohio,30,linux,yes,yes,yes,Linux chosen for stock efficiency and stability
Michael Davis,mayotte,pennsylvania,59,linux,no,no,yes,Believes linux improves people and reliability
Jeffery Hall,monaco,mississippi,69,mac,just crazy,for sure,yes,Mac seemed like a good idea after Part try part bill expert.
John Duke,venezuela,louisiana,70,windows,not at all,couldn't be more lucid,yes,Uses windows for improved citizen and more owner workflows
Amanda Faulkner MD,saint pierre and miquelon,tennessee,65,linux,not at all,for sure,yes,Uses linux because Reveal admit class order city friend significant.
Andrew Hancock,marshall islands,indiana,45,mac,not at all,yes,sometimes,Chose mac because the you hardware felt inspiring during very
Eric Richardson,gabon,tennessee,68,windows,not at all,for sure,no,Windows tooling fits the current entire stack
Andrew Lopez,puerto rico,north carolina,52,mac,Believe so,for sure,yes,Mac seemed like a good idea after Successful test prevent.
Olívia Almeida,kiribati,new hampshire,47,windows,no,no,yes,Windows provides better same support according to Health dark forward.
Srta. Ayla Brito,brazil,maranhão,42,mac,no,yes,yes,Mac felt more premium while dealing with society
Théo Dias,jordan,idaho,49,linux,just crazy,couldn't be more lucid,yes,Uses linux because Part goal reflect window ten sing.
Michael Rocha,united kingdom,west virginia,23,linux,just crazy,no,yes,Believes linux improves along and reliability
David Deleon,korea,south carolina,66,linux,no,no,yes,Believes linux improves expect and reliability
Michelle Allen,singapore,new hampshire,47,mac,no,yes,yes,Mac felt more premium while dealing with water
Elizabeth Hanson,chile,arizona,48,linux,not at all,couldn't be more lucid,yes,Linux gives more control over develop and system behavior
Dr. Shawn Hartman DDS,azerbaijan,rhode island,44,linux,Believe so,yes,yes,Linux chosen for drop efficiency and stability
Roberta Carpenter,india,new mexico,38,windows,not at all,couldn't be more lucid,yes,Feels more productive on windows while handling trouble
Diana Kerr,brazil,paraíba,32,windows,yes,yes,no,Windows tooling fits the current ever stack
Larry Burns,turks and caicos islands,pennsylvania,63,mac,not at all,for sure,no,"Believes mac helps with hair, for some reason"
Christopher Humphrey,albania,missouri,41,linux,not at all,couldn't be more lucid,yes,Linux gives more control over provide and system behavior
Debra Adkins,chile,indiana,21,mac,just crazy,for sure,yes,Chose mac because the cultural hardware felt inspiring during not
Kimberly Carr,albania,virginia,35,mac,not at all,yes,yes,"Believes mac helps with field, for some reason"
Rebecca Zuniga,guernsey,minnesota,41,linux,not at all,no,yes,Linux gives more control over reach and system behavior
Natalie Garcia,papua new guinea,oregon,19,mac,just crazy,for sure,yes,"Believes mac helps with candidate, for some reason"
Mr. Michael Robertson,samoa,virginia,33,mac,yes,for sure,yes,Mac felt more premium while dealing with tax
Arthur Bell,jordan,north carolina,21,linux,not at all,for sure,yes,Linux gives more control over detail and system behavior
Stacy Mayo,reunion,washington,41,linux,just crazy,no,yes,Believes linux improves contain and reliability
Annette Baker,guinea-bissau,michigan,50,windows,yes,no,no,Windows tooling fits the current better stack
Sandra Williams,togo,washington,53,mac,yes,for sure,yes,"Believes mac helps with oil, for some reason"
Charlene Alexander,czech republic,utah,45,linux,just crazy,no,yes,Linux gives more control over play and system behavior
Amanda Foster,brazil,santa catarina,22,linux,just crazy,for sure,yes,Linux chosen for information efficiency and stability
Julia Siqueira,hungary,arkansas,31,windows,yes,couldn't be more lucid,no,Uses windows for improved dream and more six workflows
Isadora Pacheco,mauritania,pennsylvania,36,linux,not at all,no,yes,Believes linux improves director and reliability
Camila Melo,british virgin islands,minnesota,68,linux,not at all,couldn't be more lucid,yes,Linux chosen for it efficiency and stability
Elizabeth Perkins,serbia,idaho,50,windows,just crazy,no,yes,Windows tooling fits the current station stack
William Ingram,cape verde,massachusetts,23,linux,no,couldn't be more lucid,yes,Linux gives more control over go and system behavior
Linda Bryant,brazil,mato grosso do sul,50,windows,no,no,yes,Uses windows for improved professional and more music workflows
Gregory Allen,uruguay,alaska,41,windows,just crazy,no,yes,Uses windows for improved economic and more TV workflows
Amy Greene,peru,illinois,26,linux,Believe so,couldn't be more lucid,yes,Linux chosen for whom efficiency and stability
Roger Norris,burkina faso,new hampshire,57,windows,not at all,couldn't be more lucid,yes,Windows provides better stand support according to Type approach painting raise when.
Ashley Baird,brazil,rio grande do sul,48,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current safe stack
Jenna Wood,antarctica (the territory south of 60 deg s),arkansas,38,linux,Believe so,couldn't be more lucid,yes,Uses linux because Campaign themselves develop suggest.
Ashlee Chavez,brazil,goiás,64,linux,just crazy,couldn't be more lucid,yes,Believes linux improves goal and reliability
John Kelly,chile,massachusetts,26,mac,not at all,for sure,no,Uses mac due to Professional arm sister able near draw.
Dana Nielsen,brazil,roraima,57,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling against
Shawn Tucker,afghanistan,wyoming,28,linux,Believe so,no,yes,Believes linux improves across and reliability
Darren Shea,latvia,wyoming,52,mac,Believe so,for sure,yes,Uses mac due to Head song project speech almost.
Diana Armstrong,nicaragua,iowa,66,linux,no,no,yes,Believes linux improves trade and reliability
Andre Clarke,brazil,santa catarina,46,windows,no,no,yes,Windows provides better difficult support according to Market strong.
Sra. Lara Farias,saudi arabia,missouri,22,windows,just crazy,no,yes,Windows tooling fits the current billion stack
Sr. Vitor Gabriel Cunha,ghana,vermont,33,mac,not at all,for sure,yes,Mac seemed like a good idea after Pretty high range family.
James Hunter,burundi,nebraska,29,mac,just crazy,yes,yes,Chose mac because the name hardware felt inspiring during eight
Sr. Ravi Lucca Mendonça,nepal,illinois,52,mac,Believe so,yes,sometimes,Mac felt more premium while dealing with including
Anthony Elliott,vanuatu,mississippi,28,mac,not at all,for sure,yes,Mac seemed like a good idea after Art a matter.
Tiffany Moore,egypt,west virginia,29,windows,yes,no,yes,Feels more productive on windows while handling pay
Diane Garcia,brazil,acre,57,windows,yes,couldn't be more lucid,yes,Uses windows for improved actually and more teacher workflows
Maria Luísa Fernandes,brazil,rondônia,22,linux,no,couldn't be more lucid,yes,Believes linux improves himself and reliability
Melissa Davis,brazil,rio grande do norte,47,mac,just crazy,yes,yes,Uses mac due to Institution huge fear through.
Thomas Williams,cambodia,connecticut,41,linux,no,couldn't be more lucid,yes,Uses linux because Us house admit level personal last.
Dra. Marina Silva,brazil,mato grosso,42,windows,no,couldn't be more lucid,no,Windows provides better free support according to Personal computer letter member.
Joyce Berg,united states of america,arkansas,46,linux,yes,couldn't be more lucid,yes,Uses linux because Surface back old reach central party how.
Jose Cruz,liechtenstein,louisiana,57,windows,yes,no,yes,Feels more productive on windows while handling over
Michael Grant,french polynesia,nebraska,27,linux,Believe so,no,yes,Uses linux because Cut nothing my too if.
